0
,food,0.007863548611745586
,foodporn,0.004626379657501064
,recipe,0.003670090225907871
,foodstagram,0.003418095037852908
,foodie,0.003379326547382914
,delicious,0.0032759439061295957
,sgfood,0.0032694824910512632
,link,0.003166099849797945
,restaurant,0.0030174873029963005
,dinner,0.0029722573974479737
,best,0.0029141046617429823
,chef,0.002875336171272988
,enjoy,0.0026879551340013488
,love,0.002675032303844684
,sweet,0.0025070355118080425
,chicken,0.0024941126816513774
,menu,0.0024941126816513774
,time,0.002448882776103051
,book,0.0023390387197714003
,facebook,0.002280885984066409
1
,build,0.007172877156489025
,training,0.0064738285312745236
,amazing,0.006048320672448306
,gymnasticbodies,0.005987533835473131
,coach,0.005957140416985545
,christophersommer,0.005957140416985545
,strength,0.0058963535800103705
,experience,0.005865960161522783
,gbaffiliate,0.005835566743035196
,fitness,0.005774779906060022
,gst,0.005774779906060022
,bodytreegst,0.005744386487572435
,founded,0.005713993069084848
,developed,0.005683599650597261
,olympic,0.005622812813622087
,gymnastics,0.005622812813622087
,connective,0.0055924193951345
,system,0.0055924193951345
,ligaments,0.005562025976646913
,tissue,0.005562025976646913
2
,link,0.00480944503794063
,photo,0.004525267121845347
,time,0.003942522534409449
,love,0.0037770518490881453
,video,0.0029964618770289496
,th,0.0028669630798209725
,music,0.0025432160868010295
,tickets,0.002514438576310368
,part,0.0024065229119703867
,take,0.002402925723159054
,come,0.0023885369679137233
,thank,0.002345370702177731
,watch,0.0023165931916870695
,know,0.002273426925951077
,please,0.0022626353595170787
,facebook,0.00219788596091309
,live,0.0021475253175544324
,life,0.0021259421846864363
,friends,0.0020971646741957746
,best,0.0020899702965731094
3
,love,0.005295418818368659
,link,0.004369702529700195
,beauty,0.0043540124231125936
,time,0.004306942103349791
,skin,0.004197111357236583
,clozette,0.004181421250648982
,products,0.003185099482336313
,instagram,0.003185099482336313
,fashion,0.003106648949398308
,facebook,0.0030595786296355046
,enjoy,0.0028242270308214885
,thank,0.002502579845775666
,please,0.0023770589930748576
,photo,0.0023064535134306526
,th,0.0023064535134306526
,repost,0.002298608460136852
,hair,0.0022750733002554506
,discount,0.0022044678206112455
,friends,0.002133862340967041
,best,0.002078946967910437
4
,sgig,0.014929138614845175
,runwayspree,0.012284411483948977
,sgblogshop,0.012061957800041821
,shipping,0.010949689380506037
,worldwide,0.010504782012691723
,link,0.00993628926492899
,stylexstyle,0.009194776985238467
,potd,0.009071191605290047
,wiwt,0.00872515254143447
,bio,0.006846654766218479
,ootd,0.006278162018455746
,sgdogs,0.004745703307095333
,dogsofinstagram,0.0046962691551159655
,picoftheday,0.004646835003136597
,dog,0.004547966699177861
,spree,0.004498532547198493
,fb,0.004449098395219124
,vscocam,0.004276078863291336
,photooftheday,0.004276078863291336
,dogoftheday,0.004152493483342915
5
,food,0.013944463181646284
,instasg,0.012419870573243102
,sgig,0.012364092794886887
,foodblogger,0.012271129830959864
,foodstagram,0.012196759459818246
,foodporn,0.012048018717535008
,sgfoodie,0.011824907604110152
,tripadvisor,0.011806315011324748
,igfood,0.011769129825753939
,sgfood,0.011676166861826915
,eatdreamlove,0.011676166861826915
,foodies,0.011490240933972868
,instafood,0.011490240933972868
,delicious,0.011490240933972868
,foodgasm,0.011471648341187463
,foodpics,0.01145305574840206
,iglikes,0.011285722413333418
,sgfooddiary,0.010932463150410729
,hungrygowhere,0.010913870557625324
,burpple,0.010839500186483705
